trade_licence_no,business_name,proprietor_name,trade_category,business_address,ward_name,ward_no,pin_code,pan,gstin,mobile,email,licence_issue_date,licence_expiry_date,licence_status,num_employees,annual_turnover
BBMP/560100/0279,Pumps Karnataka & Co,Ramesh Rao,FACTORY,"Service Road, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,116,560100,EBBAR0476K,29EBBAR0476K8ZA,9778911984,,2001-06-06,2027-06-06,SUSPENDED,34,22814901.0
BBMP/560100/0281,Shree Rubber Factory,Priya Rao,FACTORY,"926/3, Factory Road, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,117,560100,,,9493102414,,1998-04-28,2027-04-28,ACTIVE,345,30434204.0
BBMP/560100/0282,Furniture Karnataka Ltd,Rajesh Kumar,PHARMA,"3rd Main, Bommanahalli, Bengaluru, B'lore",Bommanahalli,7,560100,FGAHC9963W,29FGAHC9963W7ZT,,,2018-11-18,2027-11-18,CANCELLED,773,30911137.0
BBMP/560058/0284,KS Electronics Works,Rajesh Reddy,FOOD,"995/1, 2nd Cross, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,184,560058,MWBFK4780Q,29MWBFK4780Q5Z2,,,2010-07-23,2027-07-23,ACTIVE,414,48189570.0
BBMP/560058/0285,Venkateshwara Textiles Ind,Rajesh Rao,FACTORY,"Factory Road, Peenya, Bengaluru, 560058",Peenya,25,560058,,,9451799334,,2012-11-15,2027-11-15,CANCELLED,660,2563971.0
BBMP/560100/0286,Titan Auto Parts Corporation,Ramesh Nair,FACTORY,"Industrial Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,164,560100,MDMHE9926N,,,,2010-05-11,2027-05-11,ACTIVE,317,16673959.0
BBMP/560100/0287,Valves Royal Enterprises,Suresh Sharma,FACTORY,"Factory Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,54,560100,WUTCW8822Y,,9447028785,,2001-06-13,2027-06-13,ACTIVE,704,17187121.0
BBMP/560100/0288,Royal Foods Corporation,Anitha Nair,GARMENT,"3rd Main, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,147,560100,,,,,1990-07-05,2027-07-05,ACTIVE,737,26879472.0
BBMP/560058/0290,Venkateshwara Pipes Works,Anitha Kumar,PHARMA,"Service Road, Peenya 2nd Stage, Bengaluru, B'lore",Peenya 2nd Stage,11,560058,JJWPS7851Z,,,,1990-04-21,2027-04-21,CANCELLED,377,44091812.0
BBMP/560100/0291,Peoples Rubber Limited,Suresh Sharma,PHARMA,"399/2, 1st Cross, Bommanahalli, Bengaluru, B'lore",Bommanahalli,153,560100,CNWHD8638Q,29CNWHD8638Q3ZR,9650704821,,1998-11-03,2027-11-03,ACTIVE,107,42890021.0
BBMP/560100/0293,Motors Mahalaxmi Factory,Suresh Kumar,FACTORY,"605/8, 3rd Main, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,29,560100,HZJCX7299W,29HZJCX7299W9ZA,9103976600,,1995-07-27,2027-07-27,ACTIVE,72,27441953.0
BBMP/560100/0294,Balaji Paints Corporation,Suresh Sharma,CHEMICAL,"Cross Road, Hosur Road, Bengaluru, 560100",Hosur Road,116,560100,WDFCK4223H,29WDFCK4223H6Z8,9137022245,,1991-02-21,2027-02-21,ACTIVE,48,5216392.0
BBMP/560100/0295,KS Fabrics Ent,Priya Sharma,FOOD,"169/1, Main Road, Bommanahalli, Bengaluru, 560100",Bommanahalli,129,560100,DYSHB7974B,29DYSHB7974B9ZC,9283817585,,2015-01-04,2027-01-04,ACTIVE,513,39031549.0
BBMP/560058/0296,Infosys Rubber Ltd,Anitha Rao,CHEMICAL,"3rd Main, Rajajinagar Industrial Estate, Bengaluru, B'lore",Rajajinagar Industrial Estate,57,560058,FOZPZ2558D,,,,2022-02-11,2027-02-11,ACTIVE,570,17997542.0
BBMP/560058/0297,Chemicals Sri Inds,Suresh Nair,PRINTING,"111/7, Ring Road, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,113,560058,SGFPN0742C,,9671523850,,2002-10-19,2027-10-19,ACTIVE,108,18127057.0
BBMP/560100/0298,JSW Furniture Traders,Ramesh Reddy,PHARMA,"1st Cross, Bommanahalli, Bengaluru, B'lore",Bommanahalli,185,560100,FVXAA8452L,29FVXAA8452L1ZS,,,1990-01-04,2027-01-04,CANCELLED,385,27801084.0
BBMP/560058/0301,KS Cables Factory,Ramesh Reddy,PHARMA,"973/1, Main Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",Rajajinagar Industrial Estate,103,560058,NPYHQ0670X,29NPYHQ0670X1ZI,9164896950,,2019-05-02,2027-05-02,ACTIVE,624,26364476.0
BBMP/560100/0302,Paper Royal Group,Priya Nair,FOOD,"Main Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,7,560100,QJYFE6319G,29QJYFE6319G9Z1,9187717680,,2021-09-25,2027-09-25,SUSPENDED,787,28765434.0
BBMP/560100/0303,National Rubber Industries,Anitha Sharma,FACTORY,"Main Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,166,560100,ESNCV2791F,,9636530486,,2016-07-15,2027-07-15,SUSPENDED,125,6236409.0
BBMP/560100/0304,Bengaluru Paper P Limited,Suresh Sharma,FOOD,"606/9, Factory Road, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,79,560100,CQWHF9656W,29CQWHF9656W6ZG,,,2005-12-10,2027-12-10,ACTIVE,684,42009020.0
BBMP/560100/0305,Karnataka Paper Corporation,Ramesh Rao,PRINTING,"184/5, 1st Cross, Bommanahalli, Bengaluru, 560100",Bommanahalli,191,560100,YWGFO5446V,,9627571286,,2011-08-15,2027-08-15,ACTIVE,300,22677563.0
BBMP/560100/0306,Royal Metals Works,Anitha Sharma,FACTORY,"Factory Road, Hosur Road, Bengaluru, B'lore",Hosur Road,33,560100,BYMHN0395B,29BYMHN0395B9ZD,,,2008-05-02,2027-05-02,SUSPENDED,275,48224803.0
BBMP/560058/0308,Premier Pipes Co,Rajesh Sharma,CHEMICAL,"216/5, Factory Road, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,167,560058,UJOCV8953N,,9331512965,,2003-02-24,2027-02-24,CANCELLED,610,37396858.0
BBMP/560058/0309,Mahalaxmi Steel Works,Rajesh Nair,PHARMA,"Ring Road, Peenya, Bengaluru, 560058",Peenya,150,560058,HJDAI7435V,,,,2019-03-12,2027-03-12,ACTIVE,172,33877442.0
BBMP/560100/0310,JSW Leather Factory,Anitha Reddy,GARMENT,"605/1, 1st Cross, Hosur Road, Bengaluru, 560100",Hosur Road,29,560100,MSLCH9792D,29MSLCH9792D8Z9,9428987640,,2008-05-28,2027-05-28,ACTIVE,324,1239126.0
BBMP/560058/0311,Shree Packaging Co,Anitha Rao,FACTORY,"Factory Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Rajajinagar Industrial Estate,53,560058,ENHFX1616P,29ENHFX1616P5ZR,9274040223,,2012-02-12,2027-02-12,ACTIVE,472,37022080.0
BBMP/560100/0312,Electricals Premier Group,Priya Rao,FACTORY,"208/2, Ring Road, Hosur Road, Bengaluru, 560100",Hosur Road,131,560100,,,,,2021-09-23,2027-09-23,ACTIVE,364,10905556.0
BBMP/560058/0313,National Furniture Pvt Ltd,Anitha Reddy,CHEMICAL,"Service Road, Peenya Industrial Area, Bengaluru, B'lore",Peenya Industrial Area,190,560058,PBFPP3092V,29PBFPP3092V8ZZ,9147271671,,2004-07-05,2027-07-05,ACTIVE,475,17114964.0
BBMP/560058/0314,Metals Lakshmi & Co,Priya Reddy,CHEMICAL,"350/2, 1st Cross, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,131,560058,ODLAD6146T,,9714029752,,2014-04-14,2027-04-14,ACTIVE,457,21607808.0
BBMP/560100/0316,KS Textiles Factory,Rajesh Sharma,FACTORY,"180/9, Main Road, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,169,560100,AQGFI0687V,29AQGFI0687V4ZV,9808216817,,1996-12-19,2027-12-19,ACTIVE,666,5578777.0
BBMP/560100/0321,Mphasis Electricals Ltd,Anitha Nair,FACTORY,"700/9, 1st Cross, Hosur Road, Bengaluru, 560100",Hosur Road,94,560100,,,9824048263,,1991-04-12,2027-04-12,ACTIVE,502,22976280.0
BBMP/560058/0322,Plastics Global International,Suresh Nair,FACTORY,"975/1, Ring Road, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,154,560058,QBXHU5752P,,,,1992-10-07,2027-10-07,ACTIVE,270,18868858.0
BBMP/560100/0323,Southern Motors Group,Rajesh Nair,GARMENT,"373/5, Industrial Road, Hosur Road, Bengaluru, B'lore",Hosur Road,25,560100,LPBCY5962G,,9344081250,,2001-06-13,2027-06-13,ACTIVE,635,42221430.0
BBMP/560100/0324,Modern Pharmaceuticals Pvt Ltd,Priya Reddy,FACTORY,"918/9, Main Road, Hosur Road, Bengaluru, 560100",Hosur Road,196,560100,DJCHD7231V,29DJCHD7231V2ZL,,,2017-09-23,2027-09-23,ACTIVE,749,43872029.0
BBMP/560058/0325,Star Steel Co,Anitha Nair,CHEMICAL,"288/2, Factory Road, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,193,560058,HFHPW2477I,,9627561342,,2015-06-21,2027-06-21,ACTIVE,589,46140473.0
BBMP/560058/0326,Indian Pumps Private Limited,Ramesh Kumar,FACTORY,"Ring Road, Peenya 2nd Stage, Bengaluru, B'lore",Peenya 2nd Stage,51,560058,STVHM7573E,29STVHM7573E3ZI,9873838034,,2003-03-26,2027-03-26,ACTIVE,587,23062318.0
BBMP/560058/0328,Lakshmi Paints International,Anitha Sharma,PHARMA,"430/1, Ring Road, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,66,560058,,,9188126437,,1997-03-09,2027-03-09,ACTIVE,298,27388203.0
BBMP/560100/0329,Mphasis Printing Private Limited,Suresh Reddy,PHARMA,"311/8, 2nd Cross, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,157,560100,MHIPJ0882H,29MHIPJ0882H4ZH,9353746733,,1995-08-16,2027-08-16,ACTIVE,159,4099790.0
BBMP/560058/0330,Modern Ceramics Private Limited,Ramesh Kumar,FACTORY,"257/1, Ring Road, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,37,560058,HTMHA6819Q,,9809835031,,2001-01-05,2027-01-05,ACTIVE,361,27476923.0
BBMP/560100/0331,Raghavendra Pharmaceuticals Pvt Ltd,Suresh Kumar,FACTORY,"54/7, Cross Road, Bommanahalli, Bengaluru, 560100",Bommanahalli,166,560100,AXLAY3576H,29AXLAY3576H1ZS,,,2007-03-11,2027-03-11,ACTIVE,730,10302460.0
BBMP/560100/0334,Royal Garments Mfrs,Priya Reddy,FOOD,"839/5, Factory Road, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,20,560100,SJAFQ3662Z,29SJAFQ3662Z7ZF,9822175074,,2020-08-25,2027-08-25,CANCELLED,299,23596041.0
BBMP/560100/0335,Printing Royal Limited,Anitha Kumar,PRINTING,"963/9, Factory Road, Bommanahalli, Bengaluru, 560100",Bommanahalli,143,560100,XVOPR8639V,29XVOPR8639V1ZU,9667118729,,2005-06-15,2027-06-15,ACTIVE,122,14284008.0
BBMP/560058/0336,Ceramics Titan & Co,Priya Rao,FACTORY,"722/7, Ring Road, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,12,560058,,,,,2015-12-11,2027-12-11,ACTIVE,201,33194789.0
BBMP/560058/0337,Southern Electricals Pvt. Ltd.,Rajesh Rao,FACTORY,"705/1, 1st Cross, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,67,560058,SVAPY1398I,,9823823307,,2009-06-04,2027-06-04,CANCELLED,139,19575847.0
BBMP/560100/0338,Ceramics Venkateshwara & Co,Rajesh Kumar,PHARMA,"Service Road, Hosur Road, Bengaluru, 560100",Hosur Road,38,560100,NESPD1028X,29NESPD1028X3ZI,9612478307,,1993-05-22,2027-05-22,ACTIVE,562,26235587.0
BBMP/560058/0340,Indian Metals Indus,Ramesh Rao,GARMENT,"Factory Road, Peenya Industrial Area, Bengaluru, B'lore",Peenya Industrial Area,10,560058,GCLHF3159N,29GCLHF3159N2ZY,9500818292,,2001-05-21,2027-05-21,ACTIVE,313,22913178.0
BBMP/560058/0341,Balaji Paints Factory,Anitha Sharma,CHEMICAL,"918/8, Cross Road, Peenya, Bengaluru, 560058",Peenya,24,560058,GWYCY4125O,,,,2006-11-22,2027-11-22,ACTIVE,54,27190011.0
BBMP/560100/0342,Balaji Textiles Group,Ramesh Kumar,FACTORY,"Factory Road, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,131,560100,CXFCM3248G,29CXFCM3248G7ZL,9715154878,,2007-12-26,2027-12-26,ACTIVE,496,40153349.0
BBMP/560058/0344,Global Textiles Inds,Anitha Reddy,GARMENT,"Ring Road, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,197,560058,GXHCC8878Z,29GXHCC8878Z3ZB,9947883856,,2018-01-22,2027-01-22,CANCELLED,97,33299687.0
BBMP/560058/0345,Mahalaxmi Electronics Ltd,Rajesh Reddy,FACTORY,"Cross Road, BEL Road, Bengaluru, 560058",BEL Road,184,560058,JZFCS0771M,29JZFCS0771M1ZV,9945096028,,2006-12-27,2027-12-27,ACTIVE,521,47715184.0
BBMP/560058/0346,Mahalaxmi Fabrics Works,Ramesh Reddy,FACTORY,"202/3, Service Road, Peenya 2nd Stage, Bengaluru, B'lore",Peenya 2nd Stage,71,560058,NRMPN1768S,29NRMPN1768S3ZF,,,2004-07-01,2027-07-01,SUSPENDED,84,5748013.0
BBMP/560058/0347,Chemicals Venkateshwara Inds,Ramesh Rao,GARMENT,"3rd Main, Peenya 2nd Stage, Bengaluru, B'lore",Peenya 2nd Stage,18,560058,RIWFD8001J,,9159883886,,2015-08-03,2027-08-03,SUSPENDED,314,19350399.0
BBMP/560100/0348,Indian Rubber Co,Suresh Rao,FOOD,"555/6, Industrial Road, Hosur Road, Bengaluru, 560100",Hosur Road,121,560100,PDKPD9623C,29PDKPD9623C6Z7,9393477352,,1994-11-19,2027-11-19,CANCELLED,676,6380081.0
BBMP/560100/0349,Raghavendra Paints Manufacturers,Ramesh Kumar,PRINTING,"1st Cross, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,169,560100,HOFCT7203C,,9956679702,,1991-04-22,2027-04-22,ACTIVE,99,22215546.0
BBMP/560100/0350,Janatha Metals Entp,Rajesh Reddy,FACTORY,"Factory Road, Neeladri Nagar, Bengaluru, B'lore",Neeladri Nagar,84,560100,,,,,1998-11-11,2027-11-11,ACTIVE,395,23978236.0
BBMP/560058/0351,Venkateshwara Chemicals & Co,Priya Kumar,FACTORY,"Factory Road, Peenya Industrial Area, Bengaluru, B'lore",Peenya Industrial Area,188,560058,,,,,1992-11-11,2027-11-11,ACTIVE,104,21029062.0
BBMP/560100/0352,Sunrise Engineering Co,Priya Sharma,FACTORY,"355/7, 2nd Cross, Bommanahalli, Bengaluru, 560100",Bommanahalli,60,560100,UJDFC3955F,29UJDFC3955F8ZH,9831807446,,2005-05-27,2027-05-27,ACTIVE,726,47334006.0
BBMP/560058/0353,Srinivasa Electricals International,Ramesh Kumar,FACTORY,"112/1, Cross Road, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,114,560058,PKSHN5948T,,,,1997-10-20,2027-10-20,ACTIVE,354,7886878.0
BBMP/560100/0354,Modern Pipes Private Limited,Priya Nair,GARMENT,"648/9, Cross Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,173,560100,WZMPV0662S,29WZMPV0662S7Z1,9146201903,,2014-08-09,2027-08-09,ACTIVE,127,44829344.0
BBMP/560058/0355,Ceramics Bangalore Limited,Priya Rao,FOOD,"637/4, 3rd Main, Yeshwanthpur, Bengaluru, B'lore",Yeshwanthpur,167,560058,EDDAZ3019E,29EDDAZ3019E9ZO,9810339235,,2002-04-07,2027-04-07,ACTIVE,98,663455.0
BBMP/560100/0356,Mphasis Metals Corporation,Rajesh Sharma,FACTORY,"768/5, Industrial Road, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,148,560100,SQXAT5512V,29SQXAT5512V5ZD,9948218767,,2002-08-27,2027-08-27,ACTIVE,431,23211723.0
BBMP/560100/0357,Raghavendra Paints P Limited,Anitha Sharma,FACTORY,"Factory Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,190,560100,FRNPI7379M,29FRNPI7379M5ZM,9433677610,,2008-02-25,2027-02-25,ACTIVE,14,38597354.0
BBMP/560058/0358,Modern Leather Corporation,Priya Kumar,PRINTING,"1st Cross, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,106,560058,FNTHL9407F,29FNTHL9407F7ZH,,,2009-08-07,2027-08-07,ACTIVE,432,4464312.0
BBMP/560058/0359,Janatha Plastics Traders,Anitha Rao,FACTORY,"119/6, Cross Road, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,52,560058,BOWPN9619N,29BOWPN9619N5ZI,9178701050,,2007-03-17,2027-03-17,ACTIVE,525,22107660.0
BBMP/560058/0361,Premier Plastics Limited,Rajesh Nair,FACTORY,"Industrial Road, Peenya, Bengaluru, 560058",Peenya,97,560058,GKKFJ0426V,29GKKFJ0426V9ZG,9268369050,,1990-04-20,2027-04-20,ACTIVE,665,24814158.0
BBMP/560100/0362,Foods Srinivasa Industries,Priya Rao,FACTORY,"Ring Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,70,560100,,,9101603049,,1995-12-13,2027-12-13,SUSPENDED,56,23100239.0
BBMP/560058/0364,Balaji Electronics Corporation,Anitha Nair,FOOD,"Main Road, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,131,560058,LNVFF1746E,,9208726824,,2018-09-23,2027-09-23,ACTIVE,686,35050405.0
BBMP/560058/0366,Modern Ceramics Ind,Priya Rao,FACTORY,"Industrial Road, Peenya Industrial Area, Bengaluru, B'lore",Peenya Industrial Area,5,560058,GLFAQ8144F,,,,2003-08-14,2027-08-14,ACTIVE,89,25119848.0
BBMP/560100/0368,Mphasis Garments & Co,Priya Reddy,FACTORY,"257/4, 2nd Cross, Bommanahalli, Bengaluru, B'lore",Bommanahalli,195,560100,,,,,1994-02-27,2027-02-27,CANCELLED,269,7358967.0
BBMP/560100/0369,Titan Pipes Pvt Ltd,Ramesh Rao,FACTORY,"2nd Cross, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,53,560100,WGVHD5944O,29WGVHD5944O5ZL,9502671519,,2019-04-06,2027-04-06,CANCELLED,140,38927204.0
BBMP/560058/0370,JSW Packaging Limited,Suresh Rao,FOOD,"55/2, Service Road, Rajajinagar Industrial Estate, Bengaluru, 560058",Rajajinagar Industrial Estate,137,560058,DWZAJ4344P,29DWZAJ4344P9Z1,9508235055,,2019-04-11,2027-04-11,ACTIVE,511,7949210.0
BBMP/560058/0371,Auto Janatha Parts Pvt Ltd,Rajesh Nair,PRINTING,"Cross Road, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,123,560058,OMHPJ0958U,,,,2002-12-27,2027-12-27,ACTIVE,48,13439714.0
BBMP/560100/0372,Ceramics Mphasis Co,Ramesh Rao,PRINTING,"231/4, 2nd Cross, Bommanahalli, Bengaluru, 560100",Bommanahalli,97,560100,CUDAT4766J,,9132510292,,1998-09-13,2027-09-13,SUSPENDED,255,10185560.0
BBMP/560100/0373,Mahalaxmi Packaging Ltd,Priya Kumar,PHARMA,"1st Cross, Hosur Road, Bengaluru, 560100",Hosur Road,12,560100,JDUPN4617T,29JDUPN4617T5ZT,9969595157,,2008-03-25,2027-03-25,SUSPENDED,556,42026568.0
BBMP/560100/0374,Paints Shree P Ltd,Suresh Kumar,GARMENT,"537/2, Main Road, Electronic City Phase 1, Bengaluru, B'lore",Electronic City Phase 1,10,560100,FMGPS9820L,29FMGPS9820L6Z9,,,2013-11-22,2027-11-22,ACTIVE,159,25834707.0
BBMP/560100/0376,Royal Packaging & Co,Priya Nair,FACTORY,"Cross Road, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,69,560100,JUVAW4901C,29JUVAW4901C6Z7,9366840705,,2006-09-18,2027-09-18,ACTIVE,416,14921554.0
BBMP/560058/0377,Pharmaceuticals Janatha Traders,Anitha Kumar,FACTORY,"954/1, 1st Cross, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,105,560058,WBDHN3670O,,9619929455,,2022-01-10,2027-01-10,ACTIVE,227,36137219.0
BBMP/560058/0378,Electricals Shree Corporation,Ramesh Sharma,GARMENT,"559/4, Service Road, Peenya, Bengaluru, 560058",Peenya,123,560058,LCPFV1586P,29LCPFV1586P6Z2,9719757474,,2004-09-02,2027-09-02,ACTIVE,565,30935434.0
BBMP/560100/0379,Balaji Pharmaceuticals Traders,Suresh Reddy,FOOD,"179/6, 3rd Main, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,101,560100,AJOPB6238L,,9498242131,,2016-04-14,2027-04-14,SUSPENDED,793,41862844.0
BBMP/560058/0380,Modern Beverages Enterprises,Ramesh Reddy,PHARMA,"227/2, 3rd Main, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,21,560058,XNYFO9516G,29XNYFO9516G3ZV,9587729559,,2002-07-09,2027-07-09,ACTIVE,586,7961241.0
BBMP/560100/0384,Indian Pipes Corporation,Anitha Kumar,CHEMICAL,"476/7, 3rd Main, Electronic City Phase 2, Bengaluru, B'lore",Electronic City Phase 2,16,560100,WHUAR6167Z,,,,2014-10-08,2027-10-08,SUSPENDED,204,14209520.0
BBMP/560100/0385,Engineering Bengaluru Factory,Suresh Nair,FACTORY,"630/1, Cross Road, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,11,560100,HDHFM6475M,29HDHFM6475M5ZZ,9925147153,,2007-09-17,2027-09-17,ACTIVE,173,21201510.0
BBMP/560100/0386,Modern Paints Corporation,Priya Sharma,FACTORY,"Factory Road, Bommanahalli, Bengaluru, 560100",Bommanahalli,100,560100,PTWPD6145G,,9222261387,,2017-07-11,2027-07-11,SUSPENDED,630,39534731.0
BBMP/560058/0387,Leather Royal Factory,Ramesh Kumar,GARMENT,"541/2, 1st Cross, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,30,560058,UKPCG7463R,29UKPCG7463R4ZK,9523411997,,2002-12-18,2027-12-18,ACTIVE,282,44297623.0
BBMP/560100/0389,Mphasis Pharmaceuticals Industries,Priya Rao,GARMENT,"460/2, Service Road, Bommanahalli, Bengaluru, 560100",Bommanahalli,38,560100,,,9831937340,,2002-10-18,2027-10-18,ACTIVE,750,26921632.0
BBMP/560100/0391,Fabrics United Group,Ramesh Sharma,FOOD,"Cross Road, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,51,560100,,,,,2008-08-11,2027-08-11,ACTIVE,165,33519606.0
BBMP/560058/0392,Indian Motors Ltd,Ramesh Nair,GARMENT,"746/7, Factory Road, Yeshwanthpur, Bengaluru, B'lore",Yeshwanthpur,23,560058,WWZPE9109R,29WWZPE9109R7ZR,9647112233,,1991-09-09,2027-09-09,ACTIVE,195,21270179.0
BBMP/560058/0393,National Foods Corporation,Anitha Nair,FACTORY,"Cross Road, BEL Road, Bengaluru, B'lore",BEL Road,20,560058,ZILAB6776M,29ZILAB6776M2ZB,9373850718,,2000-01-02,2027-01-02,CANCELLED,525,26121337.0
BBMP/560100/0394,KS Furniture Entp,Priya Reddy,PHARMA,"Factory Road, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,136,560100,OYNAO6558Q,,9129776617,,2017-06-17,2027-06-17,ACTIVE,49,12707124.0
BBMP/560100/0395,Sunrise Fabrics Corporation,Anitha Kumar,FACTORY,"Cross Road, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,53,560100,OUMPE4265J,29OUMPE4265J1ZV,,,1998-08-15,2027-08-15,SUSPENDED,633,34954722.0
BBMP/560058/0396,KS Paper Ltd,Anitha Kumar,PRINTING,"658/7, 3rd Main, BEL Road, Bengaluru, 560058",BEL Road,108,560058,ZSSFB2864F,,9233939784,,2019-07-11,2027-07-11,ACTIVE,443,35231720.0
BBMP/560100/0398,Indian Paints Traders,Ramesh Rao,PHARMA,"793/7, Factory Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,45,560100,SCQAG7912V,,9916464211,,2022-04-24,2027-04-24,ACTIVE,570,26717773.0
BBMP/560058/0399,Shree Foundry Industries,Suresh Nair,FACTORY,"Main Road, BEL Road, Bengaluru, 560058",BEL Road,178,560058,VLFCF5517V,29VLFCF5517V8Z7,,,1997-11-12,2027-11-12,ACTIVE,208,24136177.0
BBMP/560100/0400,Mahalaxmi Rubber International,Anitha Reddy,FACTORY,"Service Road, Neeladri Nagar, Bengaluru, B'lore",Neeladri Nagar,91,560100,BWNFX4076V,29BWNFX4076V7ZL,9136644314,,1995-01-13,2027-01-13,ACTIVE,181,1451155.0
BBMP/560100/0401,National Motors Co,Ramesh Reddy,FACTORY,"772/6, Main Road, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,71,560100,,,9492339466,,2020-06-01,2027-06-01,ACTIVE,685,21681809.0
BBMP/560058/0402,Chemicals Premier Factory,Rajesh Rao,PHARMA,"Cross Road, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,173,560058,FJAPA9868V,29FJAPA9868V6ZM,,,2020-06-19,2027-06-19,ACTIVE,774,3940096.0
BBMP/560100/0404,Bengaluru Printing Inds,Priya Nair,GARMENT,"970/1, 1st Cross, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,6,560100,,,9779739353,,1997-08-10,2027-08-10,ACTIVE,247,19045858.0
BBMP/560100/0405,Southern Garments Limited,Anitha Nair,GARMENT,"791/4, 3rd Main, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,2,560100,XXVFE7127U,,,,2007-02-02,2027-02-02,ACTIVE,746,23144658.0
BBMP/560100/0406,Sri Leather Traders,Anitha Kumar,PRINTING,"Ring Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,186,560100,OUWAA1788S,,,,2007-08-26,2027-08-26,ACTIVE,656,5850127.0
BBMP/560058/0407,Printing Shree Co,Anitha Reddy,PRINTING,"Service Road, BEL Road, Bengaluru, B'lore",BEL Road,180,560058,SJVCO6942M,,9958776041,,1992-08-04,2027-08-04,ACTIVE,28,21032856.0
BBMP/560058/0408,Foods United Mfg,Suresh Nair,FACTORY,"21/4, Ring Road, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,12,560058,DYSPE8465L,,9412803742,,1993-09-21,2027-09-21,SUSPENDED,329,23945359.0
BBMP/560100/0409,Wipro Metals Mfrs,Priya Reddy,FACTORY,"846/7, Ring Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,180,560100,BLIAB6456Z,29BLIAB6456Z3ZM,9213163273,,2002-12-16,2027-12-16,CANCELLED,739,48158267.0
BBMP/560058/0410,Srinivasa Garments Pvt Ltd,Rajesh Rao,FACTORY,"Cross Road, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,186,560058,WFSHB9809S,,9931593843,,2012-06-13,2027-06-13,ACTIVE,349,43004865.0
BBMP/560058/0411,Fabrics Star Corporation,Ramesh Reddy,FACTORY,"965/3, Ring Road, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,45,560058,,,9800858475,,2008-01-16,2027-01-16,CANCELLED,276,11168632.0
